-23.32	12.38	1967	0.6400	'GeoB1711-4'
60.40	-23.64	1984	1.0673	'ODP983'
-25.51	13.03	1992	NAN	'ODP1084B'
55.19	-20.35	2004	1.4300	'BOFS11K'
34.89	-7.82	2022	1.1233	'GIK15669'
57.18	-20.87	2063	1.2000	'V28-73'
-26.95	-44.67	2069	1.1000	'V24-253'
-8.53	-34.02	2072	1.2600	'GeoB2204-2'
-41.14	13.56	2082	0.55	'ODP1088'
-27.56	-46.19	2082	1.1000	'KNR159-33GGC'
-27.56	-46.19	2082	1.2000	'KNR159-34JPC'
-27.56	-46.18	2096	1.2000	'KNR159-MC32H'
32.74	-76.13	2101	NaN	'KNR140-64GGC'
32.74	-76.13	2102	NaN	'KNR140-67JPC'
23.14	-17.75	2136	1.0600	'GIK12379'
43.37	-28.23	2151	1.1000	'CHN82-15'
32.50	-76.29	2155	1.0000	'KNR140-66GGC'
55.48	-14.68	2161	1.0827	'NA87-22'
55.49	-14.70	2168	0.9731	'ODP980'
53.54	-20.29	2196	1.15	'GIK23414-9'
37.64	-9.93	2200	0.7750	'PO200-10-8'
-20.10	9.19	2209	0.6300	'GeoB1028-5'
54.63	-16.35	2209	0.875	'CH73-139'
32.38	-76.38	2243	1.0000	'KNR140-1JPC'
-24.03	5.31	2265	NaN	'GeoB1220'
20.75	-18.58	2274	0.7833	'ODP658'
56.16	-31.99	2295	0.9583	'GIK17051'
-27.76	-46.63	2296	1.3000	'KNR159-42JPC'
56.04	-23.22	2301	1.26	'DSPacific552'
2.31	-30.65	2306	NaN	'GeoB1503-1'
30.63	-12.40	2324	1.05	'GeoB4216'
-29.92	-35.66	2340	0.955	'CHN115-70'
-5.75	-11.04	2374	0.9300	'GeoB1113'
54.25	-16.83	2393	0.9433	'V23-81'
32.23	-76.29	2394	NaN	'KNR140-2JPC'
-26.70	-43.33	2438	1.0800	'RC16-84'
34.86	-8.13	2460	1.1267	'GIK15672'
53.18	-19.15	2472	1.11	'GIK23415-9'
40.05	-32.00	2475	1.2867	'SU90-03'
-46.76	7.58	2476	0.5400	'PS1754-3'
-36.27	19.48	2488	0.9	'MD96-2080'
-22.91	6.03	2490	0.8825	'GeoB1032'
18.07	-18.01	2490	0.9500	'GIK13289'
-27.91	-45.88	2504	1.2300	'GeoB2109-1'
72.18	8.58	2525	1.2200	'V27-60'
-46.88	7.42	2543	NaN 	'ODP704'
48.22	-27.06	2558	1.28	'GIK17055-1'
-30.87	14.34	2569	0.7900	'GeoB2004-2'
25.00	-17.00	2573	0.8700	'M12392'
25.17	-16.85	2573	1.008	'GIK12392-1'
15.83	-17.86	2576	0.645	'GIK12347-1'
32.02	-76.07	2590	1.1000	'KNR140-43GGC'
37.11	-32.29	2655	0.9683	'KF09'
61.00	-21.00	2658	1.0475	'V29-202'
-19.70	8.88	2675	0.65	'V29-135'
4.73	-20.94	2675	1.1700	'GIK16453-2'
37.58	-31.84	2690	1.0233	'KF13'
69.37	-6.55	2711	1.4100	'PS1243-1'
-46.10	-13.23	2714	0.2900	'RC15-93'
0.82	-15.51	2764	1.2600	'GIK16771-2'
21.15	-18.57	2778	0.8822	'GIK12328-5'
63.52	-0.73	2781	1.1095	'HM52-43'
55.47	-27.89	2795	0.51	'GIK17050-1'
4.34	-43.49	2816	1.0875	'KNR110-82'
26.84	-15.11	2820	1.1000	'GIK12309-2'
-28.87	-45.68	2837	1.0000	'KNR159-113JPC'
-35.13	17.54	2840	0.5500	'GeoB3603-2'
52.55	-20.33	2841	1.0617	'GIK23418-8'
-28.87	-45.70	2843	1.3000	'KNR159-112GGC'
-15.54	-12.71	2845	NaN	'GeoB1417-1'
4.81	3.40	2861	0.7583	'GIK16856-2'
5.67	-19.85	2862	1.07	'GIK13519-1'
66.60	1.12	2900	1.4000	'V27-86'
4.92	-20.50	2931	1.11	'EN066-38'
-30.92	-36.08	2941	0.68	'CHN115-88'
-3.56	-12.56	2945	NaN 	'GeoB1115-3'
-28.64	-45.54	2951	1.1000	'KNR159-20JPC'
31.68	-75.42	2972	0.9000	'KNR140-37JPC'
-17.14	-13.99	2974	NAN	'GeoB1905-3'
31.67	-75.42	2975	1.4000	'KNR140-39GGC'
-23.43	11.70	2987	0.502	'GeoB1710-3'
31.36	-75.06	3007	1.1000	'KNR140-36JPC'
43.50	-29.87	3020	1.3000	'CHN825020'
-28.74	-45.53	3021	1.2000	'KNR159-115GGC'
4.20	-43.49	3040	1.43	'ODP925'
-29.17	13.09	3044	0.4300	'GeoB1721-1'
44.36	-26.54	3050	1.1467	'GIK15612-2'
9.17	-17.66	3057	NAN	'GeoB9528-3'
4.34	-43.41	3063	1.03	'KNR110-75'
43.47	-30.66	3070	1.046	'CHN82-24'
23.50	-18.72	3080	1.0600	'GIK12310-3/4'
18.08	-21.03	3082	0.9900	'ODP659'
4.38	-20.87	3083	1.0800	'CH71-07'
18.43	-21.08	3093	0.8929	'V30-49'
15.95	-18.13	3094	0.6000	'GIK12337-4'
17.95	-21.05	3100	0.8800	'ALB-226'
-30.58	13.28	3103	0.6550	'V19-240'
-21.88	7.10	3105	0.7600	'GeoB1031-4'
-5.78	-10.75	3125	0.9067	'GeoB1112-4'
4.24	-43.67	3129	1.2600	'GeoB1515-1'
-41.28	-14.49	3134	0.71	'PS2495-3'
37.80	-10.17	3146	0.9445	'MD95-2042'
37.80	-10.17	3146	0.9978	'MD99-2334K'
5.45	-21.14	3152	0.965	'EN066-16'
-30.88	-38.20	3152	NaN	'CHN115-89'
13.88	-18.31	3156	NaN	'GIK13239-1'
-8.68	-11.85	3161	NAN	'GeoB1903-3'
4.36	-43.70	3164	1.118	'KNR110-71'
14.17	-18.58	3167	0.7833	'V22-197'
-46.51	-15.33	3175	0.3100	'PS2499-5'
-22.33	11.20	3204	0.4767	'RC13-228'
-24.69	7.24	3210	0.722	'GeoB1214-1'
-30.81	-14.71	3213	1.0100	'GeoB3808-6'
-1.67	-12.43	3225	0.9767	'GeoB1105-4'
35.27	-29.25	3225	NaN	'CH74-227'
5.31	-44.26	3288	0.9000	'EW9209-3JPC'
-24.14	-14.04	3291	1.0300	'GeoB5115-2'
5.39	-21.72	3291	1.1100	'GIK16457-1'
3.82	-41.62	3291	1.3000	'GeoB1523-1'
19.00	-20.16	3300	0.9200	'BOFS31/1K'
19.37	-19.93	3314	0.8500	'GIK12329-2'
19.37	-18.93	3320	0.8200	'GIK12329-6'
5.46	-44.48	3326	0.51	'ODP927'
44.71	-24.53	3331	0.6850	'V29-179'
55.26	-26.73	3331	0.7757	'GIK17049-6'
-28.58	-45.23	3353	0.8400	'KNR159-120GGC'
30.43	-37.07	3375	1.1500	'T86-15P'
40.58	-10.35	3381	0.924	'MD95-2039'
-30.85	-38.37	3384	NaN	'CHN115-90'
-31.90	-1.33	3385	0.7700	'GeoB2016-1'
10.05	-57.53	3410	0.9000	'CH75-03'
5.26	-21.71	3428	1.045	'EN066-44'
30.73	-74.47	3433	0.5000	'KNR140-30GGC'
-30.85	-38.34	3435	NAN	'GeoB2819-1'
-31.66	-29.66	3436	NAN	'GeoB1312-2'
40.00	-22.00	3485	0.9	'CH72-02'
-24.18	-12.02	3486	0.9800	'GeoB5121-2'
-25.25	12.02	3506	0.6900	'GeoB3722-2'
5.34	-22.06	3518	0.9000	'GIK16458-2'
6.64	-21.90	3527	0.81	'EN066-10'
5.64	-44.47	3528	1.4000	'EW9209-2JPC'
4.56	-43.38	3547	0.811	'KNR110-66'
50.69	-21.86	3547	1.0200	'BOFS5K'
-30.83	-38.43	3576	0.465	'CHN115-91'
19.75	-20.72	3580	0.9600	'BOFS30/3K'
-29.53	-45.08	3589	0.6800	'KNR159-125GGC'
3.72	-42.91	3598	1.255	'ODP926'
30.80	-74.80	3615	0.3000	'KNR140-32GGC'
51.57	-20.00	3616	0.8125	'GIK23416-4'
-46.00	0.00	3656	NAN	'RC11-80'
52.43	-16.67	3663	0.7900	'GIK17045'
24.45	-19.84	3680	1.0000	'BOFS26/6K'
5.33	-34.03	3682	0.7700	'GeoB1508-4'
-42.91	8.90	3702	0.1957	'ODP1090'
-42.91	8.90	3702	0.5000	'TTN057-6'
2.27	-33.02	3705	0.9100	'GeoB1505-1'
-0.20	-23.15	3706	0.896	'V30-40'
0.01	-23.50	3711	NAN	'GeoB2215-10'
13.83	-18.96	3728	0.7500	'V22-196'
-31.99	-36.65	3739	1.1750	'AIndian60-13A'
-51.90	4.52	3744	-0.0200	'TN057-15'
-42.98	-20.86	3762	-0.1800	'RC15-94'
-44.15	-14.23	3770	-0.0869	'MD07-3076'
-21.74	5.42	3772	0.65	'GeoB1034'
40.53	-10.43	3780	NAN	'NO82-13'
-44.15	-14.23	3783	0.2189	'PS2498-1'
0.11	-23.23	3806	0.86	'ODP664'
4.76	-43.31	3810	0.8675	'KNR110-91'
10.01	-56.01	3820	0.9000	'CH75-04'
1.37	-33.48	3824	0.888	'V25-59'
-36.06	-8.78	3825	0.6800	'GeoB2019-1'
9.57	-19.11	3841	0.5933	'GIK16415'
29.70	-73.40	3845	NaN	'KNR140-26GGC'
27.01	-18.99	3849	NAN	'GIK15637-1'
50.67	-19.43	3850	0.8222	'GIK23417-1'
49.88	-24.24	3883	0.8386	'IODP-U1308'
-2.20	5.10	3891	0.4767	'GIK16867'
4.59	-41.93	3911	0.6600	'GeoB1520-1'
-1.21	-11.96	3912	0.8933	'GIK16772'
-30.84	-38.84	3934	NaN	'CHN115-92'
36.05	-72.38	3942	0.9033	'V26-176'
52.50	-22.00	3955	0.72	'SU90-39'
-29.45	11.75	3973	0.2900	'GeoB1722-1'
30.02	-73.60	3978	1.0000	'KNR140-29GGC'
-3.82	-14.90	3984	0.92	'GeoB1117-2'
4.23	-21.63	3995	0.805	'EN066-21'
4.87	-43.21	3995	0.8525	'KNR110-50'
20.52	-21.12	4000	0.8000	'BOFS29/1K'
-29.53	-43.33	4003	0.3600	'KNR159-54GGC'
5.46	-43.75	4012	1.1567	'ODP928'
-15.54	-17.07	4024	NaN	'GeoB1419-2'
-3.48	-7.60	4033	0.802	'GeoB1041-3'
5.91	-44.20	4056	0.56	'EW9209-1JPC'
-35.21	-26.77	4057	NaN	'GeoB1306-1'
-24.47	7.54	4089	0.2925	'GeoB1211-3'
4.31	-20.21	4095	0.71	'EN066-36'
5.27	-22.87	4160	0.7000	'GIK16455-1'
36.51	-23.74	4170	    NaN 	'SU92-21'
-43.18	-3.25	4171	0.1200	'V22-108'
-25.50	11.30	4194	0.34	'RC13-229'
14.42	-20.54	4202	0.6862	'GIK16402'
30.10	-73.84	4211	0.4000	'KNR140-28GGC'
29.08	-72.90	4250	NaN	'KNR140-12JPC'
-3.68	-32.01	4257	NaN	'GeoB1501-4'
-32.27	-21.97	4331	0.5500	'GeoB3813-3'
9.01	-21.50	4336	0.7100	'GIK16408'
4.79	-43.04	4341	0.6433	'KNR110-58'
-48.00	18.00	4350	NAN	'V29-105'
5.98	-43.74	4369	0.17	'ODP929'
33.67	-57.62	4450	0.3000	'EN120-1GGC'
-21.59	5.03	4456	0.7167	'GeoB1035'
6.13	-43.44	4503	0.6400	'GeoB4403-1'
3.02	-22.03	4504	0.74	'GIK13521'
-29.51	-8.31	4546	0.5500	'GeoB3801-6'
4.95	-42.89	4556	0.3692	'KNR110-55'
21.30	-22.68	4579	0.5900	'V23-100'
1.66	-10.98	4588	0.922	'GeoB1101-5'
38.24	-10.39	4602	0.69	'MD03-2698'
-40.94	9.89	4621	0.2667	'ODP1089'
-43.22	11.75	4661	0.1667	'PS2082'
-0.97	-9.44	4662	0.9000	'GIK16773-1'
-3.56	-16.43	4675	0.12	'GeoB1118-2'
28.03	-74.41	4712	1.2000	'KNR140-22JPC'
-41.60	9.80	4718	0.2200	'RC11-83'
3.09	-20.02	4745	0.84	'EN066-26'
7.28	-26.19	4835	0.5800	'GIK16459-1'
24.62	-22.76	4900	1.0200	'BOFS28/3M'
-41.13	7.82	4981	0.2700	'TN057-21'
2.47	-19.73	4998	0.885	'EN066-32'
2.46	-19.76	5105	0.845	'EN066-29'
23.47	59.19	2900	NaN	'Orgon4-KS8'
5.38	90.36	2935	0.5850	'ODP758'
11.98	90.02	3069	0.2700	'SK157-18'
-43.52	79.87	3193	0.4300	'RC11-120'
14.32	57.35	3212	NaN 	'SO42-74KL'
-43.49	51.19	3262	0.1931	'MD84-527'
5.18	90.08	3306	0.4467	'SK157-14'
-46.48	88.02	3420	0.1000	'MD02-2488'
-19.59	113.54	956	0.7300	'RS53-GC04'
-20.01	112.93	962	0.7000	'RS53-GC09'
15.32	72.34	1230	0.2300	'MD76-131'
14.50	93.10	1357	0.4000	'MD77-176'
-20.90	112.33	1432	0.7400	'RS53-GC11'
6.16	112.21	1556	-0.0440	'GIK17964-2'
10.46	51.56	1580	0.1483	'ODP905'
10.13	95.03	1600	0.3400	'MD77-169'
12.08	75.90	1610	0.2400	'MD76-127'
13.08	73.19	1712	0.2000	'MD76-128'
20.12	117.38	1727	NaN 	'GIK17940-2'
11.46	94.09	1760	0.4200	'MD77-171'
-13.08	121.79	1783	0.5738	'MD01-2378'
8.51	112.33	1795	0.1425	'GIK17961-2'
14.61	52.92	1803	-0.0286	'GEOB3004-1'
8.35	75.20	1877	0.2300	'MD76-125'
14.27	50.31	1895	-0.1400	'MD76-135'
-17.53	38.40	1934	0.7100	'MD79-254'
7.20	112.08	1953	0.0342	'V35-5'
-19.06	112.75	1953	NAN	'RC11-147'
-19.05	112.75	1979	0.6600	'RS53-GC06'
12.77	96.07	2140	0.4070	'RC12-344'
-18.91	112.63	2256	0.7700	'RS53-GC07'
19.31	60.41	2427	0.1700	'MD77-202'
16.02	91.00	2455	NAN	'MD77-182'
15.17	91.75	2632	NAN	'MD77-183'
5.12	77.58	2673	0.2700	'V29-29'
-29.38	113.22	2750	0.5200	'RS57-GC15'
-27.32	111.63	2755	NAN	'RS57-GC19'
9.36	113.29	2772.3	0.1695	'ODP1143'
-6.04	88.96	2992	0.0400	'V34-55'
9.13	90.03	3010	0.3180	'RC12-339'
-6.08	89.17	3254	0.2400	'V34-54'
18.84	116.57	3294	0.0590	'ODP1148'
18.76	115.87	3360	0.0443	'SO50-31KL'
-46.00	90.00	3420	NAN	'MD88-769'
20.90	63.12	3422	NaN	'SO28-57KL'
-41.00	26.00	3636	NAN	'V34-157'
3.00	76.00	3800	0.5300	'SK-129-CR2'
-6.12	89.58	3812	0.2700	'V34-53'
-29.78	43.58	3924	0.4200	'KNR159-22GGC'
-6.19	89.97	4382	0.0300	'V34-51'
-38.65	141.19	506	1.6100	'RS67-GC27'
23.59	-111.17	565	-0.1750	'BC87-13BC'
24.43	-112.48	577	-0.1300	'CA94-4K'
23.58	-111.18	604	-0.03	'BC87-16GC'
22.90	-109.47	625	-0.2000	'LPAZ-21P'
22.90	-109.48	640	-0.2200	'ET97-7T'
23.27	-110.55	695	-0.2000	'CA94-3-1'
31.44	129.02	740	NAN	'KH82-4-14'
23.34	-111.45	750	-0.2000	'BC87-21GC'
-33.50	128.03	769	1.4500	'RS102-GC09'
-41.39	144.23	814	1.1300	'RS78-GC18'
25.67	-113.34	850	NAN	'BAP96-7T'
41.68	-124.92	860	NAN	'ODP-1019'
29.27	-115.62	863	NaN 	'CA94-12K-4'
49.60	150.18	995	NAN	'Nes-GGC-27'
53.55	144.55	1000	-0.1600	'Nes-BC-32'
-33.83	130.80	1008	1.1100	'RS102-GC13'
-42.05	144.59	1042	1.0300	'SO36-SL17'
28.06	127.55	1058	0.0700	'BO94-20-PN3PC'
-42.31	144.67	1085	NAN	'SO36-SL7'
41.18	143.96	1145	NAN	'RS67-GC52'
32.87	-119.97	1194	NaN	'EW9504-09'
-45.53	174.93	1210	0.9792	'MD97-2120'
49.14	150.34	1227	NAN	'B34-19'
32.07	-117.37	1299	-0.2243	'EW9504-03'
-0.47	-82.07	1373	0.3225	'V19-27'
32.80	-118.80	1442	-0.0850	'EW9504-08'
37.55	138.58	1476	0.4500	'RS67-GC3'
-34.38	130.42	1502	0.6600	'RS102-GC14'
32.58	140.34	1503	-0.0700	'V20-133'
48.87	150.43	1510	NAN	'Nes-GGC-20'
-2.22	156.98	1598	0.4100	'ERDC92bx'
48.28	149.07	1600	NAN	'V32-161'
38.33	140.18	1650	NAN	'RS67-GC16'
48.75	150.43	1700	NAN	'Nes-GGC-18'
32.28	-118.40	1759	-0.3100	'EW9504-04'
32.28	-118.38	1783	0.0820	'ODP1012'
38.47	140.20	1904	NAN	'V18-222'
31.67	-118.18	1915	-0.3050	'AHF16832'
0.03	155.87	1924	0.4200	'ERDC88bx'
-76.00	-163.00	1937	1.0700	'GL78-16'
7.19	112.08	1953	0.0100	'V35-05'
48.61	150.43	1980	0.1000	'Nes-GGC-15'
-34.59	130.26	2003	0.5300	'RS102-GC15'
31.28	-117.63	2033	-0.0125	'ODP1011'
31.25	-117.58	2042	-0.2000	'EW9504-02'
31.59	140.26	2047	NAN	'V28-297'
-1.63	159.22	2158	0.3100	'ERDC113p'
-1.62	159.23	2169	0.3900	'ERDC112bx'
-0.02	158.68	2247	0.4000	'ERDC120bx'
51.27	167.73	2317	NaN	'MD01-2416'
51.29	167.45	2323	NAN	'RNDB-GGC-24'
51.30	167.66	2335	-0.1500	'RNDB-GGC-26'
1.40	157.30	2342	0.4000	'ERDC83bx'
0.43	158.80	2367	0.5200	'V24-109'
51.16	167.66	2393	-0.0300	'RNDB-GGC-1'
36.98	-123.28	2400	0.1300	'ODP-1018'
-23.00	166.15	2470	0.7400	'MD06-3018'
-34.75	130.14	2495	0.3600	'RS102-GC16'
51.12	167.79	2507	-0.0800	'RNDB-GGC-2'
0.32	159.36	2520	0.2700	'ODP806'
38.47	140.17	2525	0.3000	'RS67-GC13'
42.21	-125.80	2592	NAN	'W8709A-13PC'
51.11	167.83	2610	0.0500	'RNDB-GGC-3'
-64.00	-170.00	2688	NAN	'NBP9802-4'
32.09	133.54	2700	-0.1200	'KT89-18-P4'
2.78	156.22	2767	0.4000	'ERDC79bx'
51.11	167.90	2804	0.2400	'RNDB-GGC-5'
-44.30	-111.20	2869	0.4600	'E20-18'
-50.10	-114.50	2891	0.4900	'E25-10'
-50.00	-115.00	2891	NAN	'E25-20'
51.10	167.91	2920	0.2900	'RNDB-GGC-6'
-63.00	-170.00	2940	NAN	'NBP9802-5'
28.53	134.13	2942	0.2300	'V28-304'
-0.02	160.40	2948	0.3300	'ERDC123bx'
52.99	164.64	2960	0.2600	'VINO-BC-26'
-53.40	-123.10	2964	0.4600	'RC12-225'
53.00	164.65	2980	0.1700	'RAMA-PC-44'
-34.89	130.06	3001	0.4700	'RS102-GC17'
51.08	167.95	3041	0.0900	'RNDB-GGC-7'
-3.38	-83.52	3091	-0.0100	'V19-30'
-56.07	-115.08	3094	0.2100	'E11-2'
33.36	159.13	3107	-0.2400	'S-2'
51.08	167.99	3160	0.2100	'RNDB-GGC-8'
-17.00	-114.10	3177	0.3400	'V19-55'
1.23	160.53	3188	0.1050	'ODP805'
3.62	-83.97	3205	0.0400	'TR163-31P'
51.07	167.98	3225	0.1100	'RNDB-PC-11'
-0.10	-95.65	3231	0.1400	'RC13-110'
-66.00	-170.00	3232	NAN	'NBP9802-3'
-14.10	-96.10	3248	0.2100	'V19-41'
32.40	138.27	3252	0.3400	'KT92-17-PC14'
-3.10	-90.82	3296	0.0750	'ODP846'
51.06	167.00	3296	0.2400	'RNDB-GGC-11'
50.42	167.73	3300	0.3200	'VINO-GGC-37'
31.55	138.25	3320	0.5100	'KT92-17-PC16'
54.29	-149.43	3360	NAN	'PAR87A-01'
0.00	160.98	3368	0.3500	'ERDC125bx'
-1.73	160.80	3393	0.3100	'ERDC108bx'
51.06	168.03	3416	0.0200	'RNDB-GGC-12'
1.20	-83.74	3461	NaN	'ODP-677'
-34.96	130.01	3504	0.3500	'RS102-GC18'
0.87	160.98	3509	0.3800	'ERDC135bx'
51.06	168.07	3516	0.3300	'RNDB-GGC-13'
54.36	-148.47	3544	NAN	'PAR87A-10'
-25.22	-75.52	3558	0.1700	'GeoB3388-1'
4.85	156.05	3585	0.2200	'ERDC77bx'
0.37	-106.18	3606	0.2550	'KNR73-4-3'
36.47	177.17	3623	0.1800	'V32-128'
51.06	168.07	3631	0.2200	'RNDB-GGC-14'
50.94	168.11	3670	0.3200	'VINO-GGC-35'
51.05	168.10	3700	0.3400	'RNDB-GGC-15'
0.00	161.42	3732	0.2900	'ERDC128bx'
-29.10	-85.60	3780	0.3100	'RC15-52'
51.06	168.14	3816	0.1500	'RNDB-GGC-16'
0.18	-110.52	3839	0.1450	'ODP849'
1.10	161.60	3848	0.3300	'ERDC136bx'
35.32	177.92	3870	0.0500	'V32-126'
37.68	163.03	3968	NaN	'V21-146'
-60.00	-170.00	4005	0.4300	'NBP9802-7'
34.58	159.17	4014	NAN	'RC10-175'
1.35	162.38	4118	0.4000	'ERDC139bx'
0.00	161.97	4169	0.3600	'ERDC129bx'
-0.92	-134.31	4305	0.0900	'RC10-97'
-59.00	-170.00	4324	0.2700	'NBP9802-8'
-0.02	162.70	4441	0.4100	'ERDC131bx'
